Sucursal,Equipo,Fecha,Temperatura C°,Observaciones,Responsable,email
Plaza Egaña,EGA004,19-07-2025 13:10:00,3,,Luis,huente.plazaegana@gmail.com
Costanera,COS004,19-07-2025 12:53:24,5.7,,Matias,huentecostanera@gmail.com
Costanera,COS003,19-07-2025 12:52:03,-21.8,,,huentecostanera@gmail.com
Costanera,COS002,19-07-2025 12:51:47,0.2,,Matias,huentecostanera@gmail.com
Costanera,COS001,19-07-2025 12:51:18,8.7,,Matias,huentecostanera@gmail.com
Costanera,COS003,19-07-2025 12:25:00,-20.5,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA001,19-07-2025 12:25:00,0.6,,David,huente.plazaegana@gmail.com
Esc. Militar,EM005,19-07-2025 10:50:08,6.3,,Almendra,huente.escuelamilitar@gmail.com
Esc. Militar,EM004,19-07-2025 10:46:15,9.2,,Almendra,huente.escuelamilitar@gmail.com
Esc. Militar,EM001,19-07-2025 10:40:23,12.9,,Almendra,huente.escuelamilitar@gmail.com
Esc. Militar,EM002,19-07-2025 10:37:52,8.8,,Almendra,huente.escuelamilitar@gmail.com
Esc. Militar,EM003,19-07-2025 10:35:46,13.9,,Almendra,huente.escuelamilitar@gmail.com
Plaza Egaña,EGA004,18-07-2025 22:26:00,2.2,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,18-07-2025 22:25:00,11.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,18-07-2025 22:21:00,6.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,18-07-2025 22:20:00,4,,David,huente.plazaegana@gmail.com
Costanera,COS003,18-07-2025 21:23:00,-21.7,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,18-07-2025 21:08:00,4.4,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,18-07-2025 21:06:00,4.1,,Ninoska,huentecostanera@gmail.com
Costanera,COS003,18-07-2025 21:02:00,-20.3,,Ninoska,huentecostanera@gmail.com
Costanera,COS004,18-07-2025 21:00:00,3.6,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA001,18-07-2025 17:52:00,2.4,,David,huente.plazaegana@gmail.com
Costanera,COS002,18-07-2025 17:32:00,3.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS003,18-07-2025 17:32:00,-22.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS004,18-07-2025 17:31:00,1.5,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA004,18-07-2025 17:31:00,2.1,,Luis,huente.plazaegana@gmail.com
Costanera,COS001,18-07-2025 17:30:00,4,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA003,18-07-2025 17:30:00,7.4,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,18-07-2025 17:28:00,5.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,18-07-2025 12:36:00,7.9,,Luis,huente.plazaegana@gmail.com
Costanera,COS004,18-07-2025 12:35:00,5.1,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA004,18-07-2025 12:34:00,2.2,,Luis,huente.plazaegana@gmail.com
Costanera,COS001,18-07-2025 12:33:00,6.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,18-07-2025 12:25:00,4.9,,,huentecostanera@gmail.com
Plaza Egaña,EGA002,18-07-2025 12:25:00,5.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,18-07-2025 12:15:00,1.7,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,17-07-2025 21:48:00,1.1,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,17-07-2025 21:47:00,1.4,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,17-07-2025 21:46:00,11.5,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,17-07-2025 21:44:00,6.3,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,17-07-2025 21:23:00,-23.2,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,17-07-2025 21:09:00,4,,Ninoska,huentecostanera@gmail.com
Costanera,COS004,17-07-2025 21:04:00,2.4,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,17-07-2025 21:02:00,8,,Nino,huentecostanera@gmail.com
Plaza Egaña,EGA001,17-07-2025 17:46:00,1,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,17-07-2025 17:42:00,9.3,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,17-07-2025 17:42:00,2,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,17-07-2025 17:40:00,6.9,,Luis,huente.plazaegana@gmail.com
Costanera,COS004,17-07-2025 17:40:00,2,,Ninoska,huentecostanera@gmail.com
Costanera,COS003,17-07-2025 17:22:00,-22,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,17-07-2025 17:08:00,3.6,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,17-07-2025 17:05:00,7.6,,Nino,huentecostanera@gmail.com
Plaza Egaña,EGA001,17-07-2025 12:47:00,2.5,,David,huente.plazaegana@gmail.com
Costanera,COS004,17-07-2025 12:39:00,1.5,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA004,17-07-2025 12:28:00,2.4,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,17-07-2025 12:27:00,7.5,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,17-07-2025 12:26:00,5.1,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,17-07-2025 12:21:00,-22.3,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,17-07-2025 12:08:00,7.1,,Nino,huentecostanera@gmail.com
Costanera,COS002,17-07-2025 12:08:00,3,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA004,16-07-2025 21:46:00,1.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,16-07-2025 21:45:00,6.3,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,16-07-2025 21:45:00,11,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,16-07-2025 21:41:00,1.5,,David,huente.plazaegana@gmail.com
Costanera,COS003,16-07-2025 21:20:00,-21.7,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,16-07-2025 21:07:00,4.1,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,16-07-2025 21:02:00,8.2,,,huentecostanera@gmail.com
Costanera,COS004,16-07-2025 21:00:00,1.9,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA003,16-07-2025 18:44:00,9.5,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,16-07-2025 18:05:00,2.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,16-07-2025 18:03:00,5.9,,Luis,huente.plazaegana@gmail.com
Costanera,COS004,16-07-2025 17:38:00,1.7,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA001,16-07-2025 17:26:00,3.8,,David,huente.plazaegana@gmail.com
Costanera,COS003,16-07-2025 17:20:00,-21.8,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,16-07-2025 17:14:00,9.1,,Nino,huentecostanera@gmail.com
Costanera,COS002,16-07-2025 17:07:00,3,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA001,16-07-2025 12:40:00,2.1,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,16-07-2025 12:24:00,10.3,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,16-07-2025 12:22:00,6.6,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,16-07-2025 12:16:00,-21.9,,Nino,huentecostanera@gmail.com
Plaza Egaña,EGA004,16-07-2025 12:15:00,2.2,,Luis,huente.plazaegana@gmail.com
Costanera,COS004,16-07-2025 12:14:00,1,,Nino,huentecostanera@gmail.com
Costanera,COS002,16-07-2025 12:11:00,2.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,16-07-2025 12:00:00,7.1,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA003,15-07-2025 21:22:00,9.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,15-07-2025 21:22:00,2.3,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,15-07-2025 21:21:00,6.5,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,15-07-2025 21:20:00,2.8,,David,huente.plazaegana@gmail.com
Costanera,COS003,15-07-2025 21:19:00,-20.9,,Ninoska,huentecostanera@gmail.com
Costanera,COS003,15-07-2025 21:14:00,-20.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,15-07-2025 21:12:00,4.9,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,15-07-2025 21:06:00,7.2,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,15-07-2025 21:06:00,3.8,,Ninoska,huentecostanera@gmail.com
Costanera,COS004,15-07-2025 21:05:00,1.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,15-07-2025 21:00:00,6.7,,Nino,huentecostanera@gmail.com
Costanera,COS004,15-07-2025 21:00:00,1.9,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA001,15-07-2025 18:06:00,1.4,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,15-07-2025 17:23:00,1.5,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,15-07-2025 17:22:00,10.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,15-07-2025 17:21:00,6.1,,Luis,huente.plazaegana@gmail.com
Costanera,COS004,15-07-2025 17:15:00,1.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,15-07-2025 17:12:00,4.8,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,15-07-2025 17:10:00,5.8,,Ninoska,huentecostanera@gmail.com
Costanera,COS003,15-07-2025 17:06:00,-22,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA003,15-07-2025 12:21:00,6.7,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,15-07-2025 12:20:00,6.4,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,15-07-2025 12:15:00,4.2,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,15-07-2025 12:15:00,1.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,14-07-2025 21:22:00,2.9,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,14-07-2025 21:20:00,6.2,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,14-07-2025 21:15:00,10.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,14-07-2025 21:15:00,2.4,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,14-07-2025 21:08:00,-20.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS004,14-07-2025 21:04:00,4,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,14-07-2025 21:00:00,8.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,14-07-2025 21:00:00,4.2,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA001,14-07-2025 18:04:00,4.1,,David,huente.plazaegana@gmail.com
Costanera,COS001,14-07-2025 17:41:00,9.3,,,huentecostanera@gmail.com
Plaza Egaña,EGA004,14-07-2025 17:25:00,1.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,14-07-2025 17:20:00,6.4,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,14-07-2025 17:15:00,9.8,,Luis,huente.plazaegana@gmail.com
Costanera,COS004,14-07-2025 17:09:00,4.3,,Ninoska,huentecostanera@gmail.com
Costanera,COS003,14-07-2025 17:08:00,-22.1,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,14-07-2025 17:05:00,4,,Ninoska,huentecostanera@gmail.com
Esc. Militar,EM003,14-07-2025 15:25:22,2.02,,Luis,huente.escuelamilitar@gmail.com
Esc. Militar,EM001,14-07-2025 15:23:53,4.07,,Luis,huente.escuelamilitar@gmail.com
Esc. Militar,EM002,14-07-2025 15:23:16,2.01,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM004,14-07-2025 15:22:47,4.01,,Luis,huente.escuelamilitar@gmail.com
Esc. Militar,EM005,14-07-2025 15:21:48,3.01,,Luis,huente.escuelamilitar@gmail.com
Plaza Egaña,EGA003,14-07-2025 12:20:00,9.4,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,14-07-2025 12:15:00,1.8,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,14-07-2025 12:15:00,7.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,14-07-2025 12:15:00,2.1,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,14-07-2025 12:07:00,-20,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,14-07-2025 12:04:00,4.3,,Ninoska,huentecostanera@gmail.com
Costanera,COS004,14-07-2025 11:59:00,5.2,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,14-07-2025 11:35:00,9.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS003,13-07-2025 21:19:00,-20.5,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA001,13-07-2025 21:15:00,2.5,,David,huente.plazaegana@gmail.com
Costanera,COS004,13-07-2025 21:07:00,1.9,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,13-07-2025 21:06:00,4,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA002,13-07-2025 21:00:00,5.3,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,13-07-2025 21:00:00,8.7,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,13-07-2025 21:00:00,3.2,,Luis,huente.plazaegana@gmail.com
Costanera,COS001,13-07-2025 21:00:00,8,,Nino,huentecostanera@gmail.com
Plaza Egaña,EGA001,13-07-2025 17:53:00,4.3,,David,huente.plazaegana@gmail.com
Costanera,COS001,13-07-2025 17:35:00,7.4,,Nino,huentecostanera@gmail.com
Costanera,COS004,13-07-2025 17:35:00,2.3,,Ninoska,huentecostanera@gmail.com
Costanera,COS003,13-07-2025 17:18:00,-22.3,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA002,13-07-2025 17:09:00,5.3,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,13-07-2025 17:09:00,3.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,13-07-2025 17:08:00,9.6,,Luis,huente.plazaegana@gmail.com
Costanera,COS002,13-07-2025 17:05:00,5.2,,Ninoska,huentecostanera@gmail.com
Costanera,COS004,13-07-2025 12:34:00,2.7,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA001,13-07-2025 12:18:00,0.2,,David,huente.plazaegana@gmail.com
Costanera,COS003,13-07-2025 12:18:00,-21,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,13-07-2025 12:10:00,6.9,,Nino,huentecostanera@gmail.com
Costanera,COS002,13-07-2025 12:05:00,4.5,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA004,13-07-2025 11:08:00,5.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,13-07-2025 11:07:00,10.3,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,13-07-2025 11:06:00,7.2,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,12-07-2025 21:27:00,6.2,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,12-07-2025 21:25:00,3.5,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,12-07-2025 21:25:00,10.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,12-07-2025 21:24:00,3.6,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,12-07-2025 21:17:00,-21.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,12-07-2025 21:04:00,3,,Ninoska,huentecostanera@gmail.com
Costanera,COS004,12-07-2025 21:04:00,2.9,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA001,12-07-2025 17:50:00,2.8,,David,huente.plazaegana@gmail.com
Costanera,COS004,12-07-2025 17:33:00,3.4,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA003,12-07-2025 17:30:00,9.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,12-07-2025 17:25:00,5.4,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,12-07-2025 17:16:00,-20.9,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,12-07-2025 17:13:00,7.5,,,huentecostanera@gmail.com
Plaza Egaña,EGA004,12-07-2025 17:09:00,4.1,,Luis,huente.plazaegana@gmail.com
Costanera,COS002,12-07-2025 17:04:00,2.6,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA001,12-07-2025 12:50:00,5.26,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,12-07-2025 12:25:00,5.4,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,12-07-2025 12:20:00,10.1,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,12-07-2025 12:15:00,-20.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,12-07-2025 12:11:00,8,,Nino,huentecostanera@gmail.com
Costanera,COS004,12-07-2025 12:04:00,3.3,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,12-07-2025 12:03:00,2.3,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA004,12-07-2025 11:08:00,5.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,11-07-2025 22:05:00,2.6,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,11-07-2025 22:03:00,7.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,11-07-2025 22:02:00,6.4,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,11-07-2025 22:00:00,5.3,,David,huente.plazaegana@gmail.com
Costanera,COS003,11-07-2025 21:15:00,-22,,Ninoska,huentecostanera@gmail.com
Costanera,COS004,11-07-2025 21:05:00,5.7,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,11-07-2025 21:03:00,3,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA001,11-07-2025 17:49:00,3.5,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,11-07-2025 17:22:00,10.7,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,11-07-2025 17:21:00,3.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,11-07-2025 17:20:00,5,0,Luis,huente.plazaegana@gmail.com
Costanera,COS003,11-07-2025 17:13:00,-20.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS004,11-07-2025 17:05:00,5.3,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,11-07-2025 17:01:00,2.4,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA001,11-07-2025 12:48:00,3.4,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,11-07-2025 12:45:00,6.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,11-07-2025 12:45:00,0.7,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,11-07-2025 12:44:00,5.5,,David,huente.plazaegana@gmail.com
Costanera,COS004,11-07-2025 12:39:00,4.9,,Ninoska,huentecostanera@gmail.com
Costanera,COS003,11-07-2025 12:37:00,-19.4,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,11-07-2025 12:31:00,1.6,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,11-07-2025 12:29:00,8.3,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA003,10-07-2025 21:49:00,10.2,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,10-07-2025 21:49:00,2.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,10-07-2025 21:45:00,4.9,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,10-07-2025 21:30:00,5.6,,David,huente.plazaegana@gmail.com
Costanera,COS003,10-07-2025 21:07:00,-19.8,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,10-07-2025 21:00:00,8.2,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,10-07-2025 21:00:00,1.3,,Ninosk,huentecostanera@gmail.com
Costanera,COS004,10-07-2025 21:00:00,3,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA001,10-07-2025 17:44:00,4.5,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,10-07-2025 17:38:00,7.1,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,10-07-2025 17:30:00,2.3,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,10-07-2025 17:28:00,9.4,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,10-07-2025 17:20:00,-20.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,10-07-2025 17:00:00,7.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,10-07-2025 17:00:00,0.6,,Ninoska,huentecostanera@gmail.com
Costanera,COS004,10-07-2025 17:00:00,4.7,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA001,10-07-2025 12:44:00,1.5,,David,huente.plazaegana@gmail.com
Costanera,COS003,10-07-2025 12:40:00,-19.8,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA004,10-07-2025 12:21:00,1.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,10-07-2025 12:20:00,6.4,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,10-07-2025 12:15:00,4.7,,David,huente.plazaegana@gmail.com
Costanera,COS001,10-07-2025 12:00:00,7.6,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,10-07-2025 12:00:00,0.6,,Ninoska,huentecostanera@gmail.com
Costanera,COS004,10-07-2025 12:00:00,4.3,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA004,09-07-2025 21:48:00,2.4,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,09-07-2025 21:47:00,6.3,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,09-07-2025 21:27:00,3.1,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,09-07-2025 21:25:00,5.1,,David,huente.plazaegana@gmail.com
Costanera,COS001,09-07-2025 21:00:00,7.6,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,09-07-2025 21:00:00,1.2,,Ninoska,huentecostanera@gmail.com
Costanera,COS004,09-07-2025 21:00:00,3.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS003,09-07-2025 21:00:00,-20.8,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA002,09-07-2025 18:25:00,5.2,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,09-07-2025 17:43:00,2.6,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,09-07-2025 17:35:00,2.2,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,09-07-2025 17:30:00,-18.6,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA003,09-07-2025 17:26:00,9.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,09-07-2025 17:20:00,2.6,,Luis Chara,huente.plazaegana@gmail.com
Costanera,COS001,09-07-2025 17:00:00,8,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,09-07-2025 17:00:00,1,,Ninoska,huentecostanera@gmail.com
Costanera,COS004,09-07-2025 17:00:00,3.9,,Ninosk,huentecostanera@gmail.com
Costanera,COS001,09-07-2025 15:40:53,10.5,,Luis Chara,carloscarvajal2.0@gmail.com
Plaza Egaña,EGA001,09-07-2025 12:42:00,0.2,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,09-07-2025 12:27:00,1.4,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,09-07-2025 12:20:00,0.2,,Luis Chara,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,09-07-2025 12:17:00,10.3,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,09-07-2025 12:16:00,6,,David,huente.plazaegana@gmail.com
Costanera,COS003,09-07-2025 12:05:00,-17.9,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,09-07-2025 12:00:00,7.4,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,09-07-2025 12:00:00,0.4,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,09-07-2025 12:00:00,0.4,,Ninoska,huentecostanera@gmail.com
Costanera,COS004,09-07-2025 12:00:00,4,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA001,08-07-2025 21:28:00,3.4,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,08-07-2025 21:28:00,4.8,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,08-07-2025 21:25:00,10.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,08-07-2025 21:24:00,2.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,08-07-2025 21:20:00,3.4,,Luis Chara,huente.plazaegana@gmail.com
Costanera,COS001,08-07-2025 21:00:00,7.9,,Jesica,huentecostanera@gmail.com
Costanera,COS002,08-07-2025 21:00:00,1.1,,Jesica,huentecostanera@gmail.com
Costanera,COS004,08-07-2025 21:00:00,4.3,,Jesica,huentecostanera@gmail.com
Costanera,COS003,08-07-2025 21:00:00,-20,,Jesica,huentecostanera@gmail.com
Plaza Egaña,EGA002,08-07-2025 18:32:00,4.7,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,08-07-2025 17:41:00,2.8,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,08-07-2025 17:32:00,2.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,08-07-2025 17:24:00,9.6,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,08-07-2025 17:20:00,2.8,,Luis Chara,huente.plazaegana@gmail.com
Costanera,COS001,08-07-2025 17:00:00,8.1,,Jesicaa,huentecostanera@gmail.com
Costanera,COS002,08-07-2025 17:00:00,0.9,,Jessica,huentecostanera@gmail.com
Costanera,COS002,08-07-2025 17:00:00,1,,Nino,huentecostanera@gmail.com
Costanera,COS004,08-07-2025 17:00:00,4.8,,Jesica,huentecostanera@gmail.com
Costanera,COS003,08-07-2025 17:00:00,-18.6,,Jesica,huentecostanera@gmail.com
Plaza Egaña,EGA001,08-07-2025 12:40:00,2.5,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,08-07-2025 12:21:00,5.2,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,08-07-2025 12:20:00,2.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,08-07-2025 12:16:00,9.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,08-07-2025 12:15:00,2.5,,Luis Chara,huente.plazaegana@gmail.com
Costanera,COS003,08-07-2025 12:04:00,-20.5,,Jesica,huentecostanera@gmail.com
Costanera,COS001,08-07-2025 12:00:00,7.6,,Jesica,huentecostanera@gmail.com
Costanera,COS002,08-07-2025 12:00:00,0.7,,Jesica,huentecostanera@gmail.com
Costanera,COS004,08-07-2025 12:00:00,4.6,,Jesica,huentecostanera@gmail.com
Plaza Egaña,EGA004,07-07-2025 21:27:00,3.2,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,07-07-2025 21:25:00,4.9,,Luis Chara,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,07-07-2025 21:24:00,10,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,07-07-2025 21:15:00,3.1,,Luis Chara,huente.plazaegana@gmail.com
